-2500.00,0.00,0.00,0.00,-1855.66,105.90,3.30,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-2499.43,0.00,0.28,0.00,-1858.10,106.54,3.01,0.81,2.03,0.00,1.01,0.00,-8.52,1.94,-1.03,0.24
-2498.03,0.00,0.97,0.00,-1864.10,107.33,2.27,0.94,3.87,0.00,1.88,0.00,-15.61,0.94,-1.93,0.28
-2495.63,0.00,2.11,0.00,-1872.88,106.92,1.15,1.07,5.80,0.00,2.70,0.00,-20.58,-2.64,-2.73,0.27
-2493.41,0.00,3.12,0.00,-1883.34,104.41,0.14,1.19,7.14,0.00,3.21,0.00,-23.09,-7.65,-1.64,0.25
-2489.65,0.00,4.76,0.00,-1895.39,98.81,0.00,1.32,8.94,0.00,3.80,0.00,-23.48,-13.59,-0.57,0.23
-2485.11,0.00,6.62,0.00,-1907.02,90.29,0.00,1.43,10.70,0.00,4.28,0.00,-22.09,-19.23,0.45,0.22
-2480.04,0.00,8.58,0.00,-1917.20,79.55,0.48,1.54,12.36,0.00,4.64,0.00,-19.63,-24.04,1.40,0.21
-2473.52,0.00,10.94,0.00,-1926.57,65.62,1.49,1.64,14.18,0.00,4.96,0.00,-16.35,-28.55,2.35,0.20
-2466.17,0.00,13.41,0.00,-1933.34,51.31,2.79,1.73,15.95,0.00,5.20,0.00,-12.73,-31.69,3.09,0.19
-2457.89,0.00,16.01,0.00,-1937.65,38.45,4.12,1.81,17.69,0.00,5.37,0.00,-9.60,-33.73,3.61,0.18
-2450.23,0.00,18.26,0.00,-1941.85,16.98,6.56,1.91,19.13,0.00,5.49,0.00,-4.64,-36.07,4.28,0.17
-2440.16,0.00,21.04,0.00,-1943.00,1.57,8.45,1.99,20.83,0.00,5.59,0.00,-1.20,-37.05,4.63,0.17
-2431.84,0.00,23.21,0.00,-1942.47,-17.41,10.90,2.07,22.09,0.00,5.64,0.00,2.82,-37.66,4.96,0.16
-2421.84,0.00,25.69,0.00,-1939.40,-39.37,13.88,2.16,23.49,0.00,5.69,0.00,7.23,-37.69,5.24,0.16
-2400.68,0.00,30.57,0.00,-1939.40,-39.37,13.88,2.16,26.08,0.00,5.75,0.00,7.23,-37.69,5.24,0.16
-2386.04,0.00,33.70,0.00,-1934.70,-58.37,16.59,2.24,27.64,0.00,5.78,0.00,10.86,-37.16,5.41,0.15
-2372.46,0.00,36.47,0.00,-1927.86,-77.90,19.51,2.32,28.95,0.00,5.79,0.00,14.37,-36.17,5.54,0.15
-2358.25,0.00,39.25,0.00,-1918.48,-98.24,22.73,2.41,30.22,0.00,5.81,0.00,17.82,-34.68,5.63,0.14
-2344.50,0.00,41.84,0.00,-1909.61,-113.87,25.35,2.47,31.34,0.00,5.81,0.00,20.31,-33.20,5.69,0.14
-2328.79,0.00,44.70,0.00,-1901.42,-126.32,27.53,2.53,32.52,0.00,5.82,0.00,22.18,-31.83,5.72,0.14
-2314.66,0.00,47.19,0.00,-1888.87,-142.72,30.60,2.60,33.50,0.00,5.82,0.00,24.50,-29.78,5.76,0.13
-2298.20,0.00,50.00,0.00,-1877.89,-156.09,33.48,2.67,34.56,0.00,5.83,0.00,19.90,-24.51,5.78,0.14
-2277.02,0.00,53.50,0.00,-1869.01,-167.45,36.46,2.74,35.80,0.00,5.83,0.00,15.07,-20.27,5.79,0.14
-2259.95,0.00,56.24,0.00,-1862.54,-177.06,39.50,2.81,36.72,0.00,5.83,0.00,10.15,-17.03,5.81,0.15
-2239.94,0.00,59.37,0.00,-1859.14,-183.89,41.99,2.88,37.70,0.00,5.83,0.00,6.07,-15.08,5.81,0.16
-2218.30,0.00,62.67,0.00,-1857.15,-190.05,45.11,2.92,38.67,0.00,5.83,0.00,1.55,-8.95,5.82,0.01
-2198.23,0.00,65.66,0.00,-1858.03,-193.53,48.48,2.90,39.50,0.00,5.83,0.00,-4.09,-3.65,5.82,-0.10
-2179.36,0.00,68.42,0.00,-1861.46,-194.07,51.46,2.83,40.22,0.00,5.83,0.00,-8.77,1.18,5.83,-0.15
-2158.65,0.00,71.39,0.00,-1866.78,-192.14,54.31,2.76,40.94,0.00,5.83,0.00,-12.48,6.27,5.83,-0.16
-2137.56,0.00,74.37,0.00,-1875.39,-187.57,57.49,2.69,41.62,0.00,5.83,0.00,-18.49,10.17,5.83,-0.09
-2115.33,0.00,77.46,0.00,-1886.87,-182.11,60.60,2.68,42.28,0.00,5.83,0.00,-24.01,10.05,5.83,0.03
-2097.52,0.00,79.90,0.00,-1900.54,-177.37,63.56,2.71,42.77,0.00,5.83,0.00,-29.27,8.58,5.83,0.11
-2078.56,0.00,82.47,0.00,-1918.37,-172.27,66.78,2.76,43.25,0.00,5.83,0.00,-34.85,9.85,5.83,0.06
-2058.41,0.00,85.17,0.00,-1935.50,-166.70,69.56,2.76,43.73,0.00,5.83,0.00,-36.72,13.40,5.83,-0.04
-2037.23,0.00,87.98,0.00,-1954.83,-158.30,72.58,2.72,44.20,0.00,5.83,0.00,-37.60,18.66,5.83,-0.10
-2015.12,0.00,90.88,0.00,-1972.58,-148.16,75.34,2.67,44.65,0.00,5.83,0.00,-37.48,23.76,5.83,-0.11
-1994.13,0.00,93.61,0.00,-1989.63,-136.09,78.01,2.62,45.05,0.00,5.83,0.00,-36.87,28.29,5.83,-0.11
-1970.89,0.00,96.60,0.00,-2008.19,-120.38,80.99,2.56,45.46,0.00,5.83,0.00,-35.86,32.67,5.83,-0.11
-1946.21,0.00,99.75,0.00,-2027.83,-100.85,84.25,2.50,45.85,0.00,5.83,0.00,-34.56,36.75,5.83,-0.11
-1926.19,0.00,102.29,0.00,-2049.62,-75.55,88.03,2.43,46.15,0.00,5.83,0.00,-32.88,40.85,5.83,-0.11
-1903.04,0.00,105.20,0.00,-2067.69,-51.28,91.33,2.37,46.47,0.00,5.83,0.00,-30.99,44.37,5.83,-0.11
-1880.17,0.00,108.06,0.00,-2080.58,-30.92,94.03,2.31,46.76,0.00,5.83,0.00,-25.34,43.65,5.83,-0.12
-1856.08,0.00,111.06,0.00,-2091.15,-9.30,96.95,2.24,47.05,0.00,5.83,0.00,-17.74,42.72,5.83,-0.15
-1832.78,0.00,113.94,0.00,-2097.29,10.13,99.65,2.16,47.30,0.00,5.83,0.00,-9.71,41.10,5.83,-0.18
-1808.87,0.00,116.88,0.00,-2100.08,31.21,102.77,2.06,47.54,0.00,5.83,0.00,-1.74,37.86,5.83,-0.19
-1786.29,0.00,119.64,0.00,-2098.67,51.26,106.08,1.95,47.75,0.00,5.83,0.00,5.75,33.17,5.83,-0.21
-1758.58,0.00,123.02,0.00,-2094.46,65.98,108.89,1.85,47.99,0.00,5.83,0.00,11.04,28.37,5.83,-0.21
-1735.22,0.00,125.85,0.00,-2087.82,78.48,111.76,1.74,48.17,0.00,5.83,0.00,15.39,22.89,5.83,-0.22
-1710.63,0.00,128.82,0.00,-2078.80,88.62,114.79,1.63,48.35,0.00,5.83,0.00,18.79,16.62,5.83,-0.23
-1691.85,0.00,131.08,0.00,-2069.07,95.07,117.63,1.51,48.48,0.00,5.83,0.00,20.83,10.47,5.83,-0.25
-1665.23,0.00,134.28,0.00,-2058.49,98.53,120.52,1.39,48.64,0.00,5.83,0.00,21.69,4.11,5.83,-0.26
-1639.19,0.00,137.40,0.00,-2047.17,98.77,123.58,1.25,48.79,0.00,5.83,0.00,21.25,-2.55,5.83,-0.27
-1612.09,0.00,140.63,0.00,-2036.88,95.79,126.53,1.11,48.94,0.00,5.83,0.00,19.48,-8.62,5.83,-0.28
-1586.74,0.00,143.65,0.00,-2026.93,89.03,129.82,0.95,49.06,0.00,5.83,0.00,15.85,-14.57,5.83,-0.29
-1566.20,0.00,146.09,0.00,-2019.36,79.08,133.22,0.79,49.15,0.00,5.83,0.00,10.50,-18.83,5.83,-0.26
-1540.46,0.00,149.14,0.00,-2015.21,67.78,136.50,0.65,49.26,0.00,5.83,0.00,4.89,-21.05,5.83,-0.23
-1515.74,0.00,152.06,0.00,-2014.11,58.11,139.12,0.55,49.35,0.00,5.83,0.00,0.49,-21.75,5.83,-0.21
-1486.83,0.00,155.48,0.00,-2015.34,46.28,142.31,0.44,49.46,0.00,5.83,0.00,-4.40,-21.47,5.83,-0.19
