-2500.00,0.00,0.00,0.00,-2677.34,-797.85,6.46,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-2499.59,0.00,0.29,0.00,-2676.17,-797.43,6.22,2.43,1.45,0.00,1.03,0.00,4.58,1.57,-0.93,-0.15
-2498.60,0.00,0.99,0.00,-2672.46,-796.42,5.48,2.33,2.73,0.00,1.89,0.00,9.46,2.06,-1.89,-0.22
-2496.99,0.00,2.08,0.00,-2665.89,-795.61,4.16,2.21,4.03,0.00,2.68,0.00,13.87,0.74,-2.81,-0.22
-2494.73,0.00,3.53,0.00,-2658.63,-795.83,2.65,2.11,5.35,0.00,3.38,0.00,16.48,-1.57,-3.48,-0.21
-2492.35,0.00,5.00,0.00,-2649.20,-797.65,1.18,2.00,6.44,0.00,3.87,0.00,18.12,-4.91,-2.14,-0.20
-2488.26,0.00,7.35,0.00,-2640.84,-800.63,0.46,1.91,7.97,0.00,4.43,0.00,18.51,-7.92,-1.15,-0.19
-2483.65,0.00,9.80,0.00,-2632.81,-804.78,0.17,1.83,9.39,0.00,4.82,0.00,18.20,-10.76,-0.26,-0.18
-2478.43,0.00,12.37,0.00,-2625.86,-808.67,0.24,1.76,10.74,0.00,5.11,0.00,16.71,-8.83,0.54,-0.17
-2472.73,0.00,14.97,0.00,-2618.00,-812.34,0.77,1.68,12.04,0.00,5.31,0.00,15.48,-6.31,1.49,-0.18
-2467.25,0.00,17.31,0.00,-2609.97,-814.88,1.85,1.58,13.15,0.00,5.44,0.00,14.84,-3.50,2.44,-0.19
-2460.73,0.00,19.90,0.00,-2602.19,-815.90,3.37,1.48,14.33,0.00,5.55,0.00,14.93,-0.71,3.25,-0.20
-2452.28,0.00,23.04,0.00,-2594.87,-814.87,5.27,1.39,15.70,0.00,5.64,0.00,13.43,4.29,3.90,-0.12
-2444.97,0.00,25.59,0.00,-2588.93,-811.39,7.44,1.36,16.77,0.00,5.69,0.00,10.03,8.82,4.42,0.01
-2436.36,0.00,28.41,0.00,-2585.55,-807.24,9.20,1.38,17.93,0.00,5.73,0.00,7.78,12.42,4.72,0.08
-2428.25,0.00,30.94,0.00,-2582.59,-800.05,11.56,1.43,18.92,0.00,5.76,0.00,4.69,16.89,5.01,0.13
-2418.79,0.00,33.73,0.00,-2581.20,-788.97,14.48,1.51,19.99,0.00,5.78,0.00,0.52,21.66,5.27,0.14
-2409.09,0.00,36.46,0.00,-2580.55,-778.19,16.94,1.55,21.01,0.00,5.79,0.00,2.31,24.95,5.42,0.01
-2397.64,0.00,39.54,0.00,-2578.50,-764.45,19.75,1.53,22.11,0.00,5.81,0.00,5.55,28.31,5.54,-0.08
-2386.23,0.00,42.46,0.00,-2574.87,-750.19,22.42,1.48,23.11,0.00,5.81,0.00,9.32,30.92,5.62,-0.12
-2375.48,0.00,45.11,0.00,-2567.92,-731.25,25.73,1.41,23.99,0.00,5.82,0.00,13.91,33.47,5.69,-0.12
-2364.43,0.00,47.74,0.00,-2560.84,-713.91,28.52,1.36,24.84,0.00,5.82,0.00,15.00,37.32,5.73,-0.06
-2350.81,0.00,50.87,0.00,-2554.51,-697.89,30.88,1.34,25.80,0.00,5.83,0.00,15.78,40.49,5.76,-0.04
-2338.22,0.00,53.66,0.00,-2545.31,-673.83,34.12,1.32,26.63,0.00,5.83,0.00,16.83,44.58,5.78,-0.03
-2321.59,0.00,57.23,0.00,-2536.69,-650.74,37.00,1.31,27.64,0.00,5.83,0.00,17.76,47.91,5.80,-0.02
-2308.63,0.00,59.92,0.00,-2528.38,-628.18,39.65,1.30,28.37,0.00,5.83,0.00,18.59,50.69,5.81,-0.02
